248402;12285~736210;*
111095;12285~736210;*
57424;12285~736210;*
157443;12285~736210;*
278130;12285~736210;*
169469;12285~736210;*
146268;12285~736210;*
153718;12285~736210;*
217460;12285~736210;*
238638;12285~736210;*
303296;12285~736210;*
173321;12285~736210;*
193945;12285~736210;*
83082;12285~736210;*
193815;12285~736210;*
34987;12285~736210;*
59306;12285~736210;*
142897;12285~736210;*
860348;736210~1484705;*
205607;12285~736210;*
199698;12285~736210;*
191954;12285~736210;*
138714;12285~736210;*
399087;12285~736210;*
423158;12285~736210;*
159841;12285~736210;*
174308;12285~736210;*
50356;12285~736210;*
186110;12285~736210;*
200381;12285~736210;*
174309;12285~736210;*
78383;12285~736210;*
211601;12285~736210;*
187728;12285~736210;*
321171;12285~736210;*
127921;12285~736210;*
206565;12285~736210;*
224563;12285~736210;*
178686;12285~736210;*
98545;12285~736210;*
242606;12285~736210;*
270942;12285~736210;*
94235;12285~736210;*
71195;12285~736210;*
104112;12285~736210;*
261192;12285~736210;*
94936;12285~736210;*
296478;12285~736210;*
119272;12285~736210;*
85043;12285~736210;*
293364;12285~736210;*
241895;12285~736210;*
36135;12285~736210;*
151989;12285~736210;*
101128;12285~736210;*
156464;12285~736210;*
117963;12285~736210;*
192262;12285~736210;*
111363;12285~736210;*
329752;12285~736210;*
372020;12285~736210;*
95432;12285~736210;*
161400;12285~736210;*
96129;12285~736210;*
111949;12285~736210;*
117125;12285~736210;*
348022;12285~736210;*
270092;12285~736210;*
180609;12285~736210;*
174575;12285~736210;*
410439;12285~736210;*
92262;12285~736210;*
183081;12285~736210;*
362589;12285~736210;*
212448;12285~736210;*
481060;12285~736210;*
185885;12285~736210;*
89821;12285~736210;*
184018;12285~736210;*
256649;12285~736210;*
160323;12285~736210;*
350845;12285~736210;*
267404;12285~736210;*
35633;12285~736210;*
80914;12285~736210;*
172927;12285~736210;*
174319;12285~736210;*
214955;12285~736210;*
344991;12285~736210;*
108699;12285~736210;*
117312;12285~736210;*
396099;12285~736210;*
134152;12285~736210;*
162028;12285~736210;*
25429;12285~736210;*
232392;12285~736210;*
220098;12285~736210;*
301302;12285~736210;*
277946;12285~736210;*
98101;12285~736210;*
196164;12285~736210;*
115562;12285~736210;*
96975;12285~736210;*
137300;12285~736210;*
86872;12285~736210;*
132178;12285~736210;*
416103;12285~736210;*
108574;12285~736210;*
288353;12285~736210;*
227689;12285~736210;*
166481;12285~736210;*
445382;12285~736210;*
110145;12285~736210;*
317253;12285~736210;*
123147;12285~736210;*
364657;12285~736210;*
42346;12285~736210;*
241951;12285~736210;*
118500;12285~736210;*
188386;12285~736210;*
1033222;736210~1484705;*
92440;12285~736210;*
190762;12285~736210;*
426017;12285~736210;*
243867;12285~736210;*
240283;12285~736210;*
61777;12285~736210;*
175024;12285~736210;*
92003;12285~736210;*
188401;12285~736210;*
228528;12285~736210;*
133373;12285~736210;*
255191;12285~736210;*
204653;12285~736210;*
222289;12285~736210;*
287480;12285~736210;*
107762;12285~736210;*
202521;12285~736210;*
204116;12285~736210;*
29662;12285~736210;*
116358;12285~736210;*
208405;12285~736210;*
284843;12285~736210;*
117018;12285~736210;*
81281;12285~736210;*
340148;12285~736210;*
363425;12285~736210;*
45857;12285~736210;*
191073;12285~736210;*
405855;12285~736210;*
298227;12285~736210;*
290521;12285~736210;*
56915;12285~736210;*
146538;12285~736210;*
258872;12285~736210;*
206399;12285~736210;*
197332;12285~736210;*
245062;12285~736210;*
197583;12285~736210;*
234885;12285~736210;*
72887;12285~736210;*
180374;12285~736210;*
351299;12285~736210;*
54012;12285~736210;*
115745;12285~736210;*
288825;12285~736210;*
132601;12285~736210;*
193374;12285~736210;*
170070;12285~736210;*
126708;12285~736210;*
35598;12285~736210;*
33983;12285~736210;*
192776;12285~736210;*
118551;12285~736210;*
201965;12285~736210;*
139883;12285~736210;*
285020;12285~736210;*
303990;12285~736210;*
49401;12285~736210;*
279196;12285~736210;*
211870;12285~736210;*
281432;12285~736210;*
161155;12285~736210;*
197904;12285~736210;*
111746;12285~736210;*
170721;12285~736210;*
70100;12285~736210;*
193626;12285~736210;*
271749;12285~736210;*
189775;12285~736210;*
401531;12285~736210;*
286967;12285~736210;*
164427;12285~736210;*
91039;12285~736210;*
347934;12285~736210;*
371373;12285~736210;*
32220;12285~736210;*
187251;12285~736210;*
178107;12285~736210;*
343121;12285~736210;*
262749;12285~736210;*
403107;12285~736210;*
64293;12285~736210;*
303588;12285~736210;*
324960;12285~736210;*
114060;12285~736210;*
48925;12285~736210;*
180980;12285~736210;*
181054;12285~736210;*
388093;12285~736210;*
249609;12285~736210;*
112131;12285~736210;*
543162;12285~736210;*
91996;12285~736210;*
141944;12285~736210;*
251804;12285~736210;*
37070;12285~736210;*
337587;12285~736210;*
189346;12285~736210;*
222216;12285~736210;*
267044;12285~736210;*
214635;12285~736210;*
204226;12285~736210;*
108116;12285~736210;*
99146;12285~736210;*
196232;12285~736210;*
248344;12285~736210;*
186035;12285~736210;*
177905;12285~736210;*
85812;12285~736210;*
221172;12285~736210;*
99183;12285~736210;*
190387;12285~736210;*
202692;12285~736210;*
109339;12285~736210;*
108658;12285~736210;*
197202;12285~736210;*
101739;12285~736210;*
231559;12285~736210;*
207853;12285~736210;*
190942;12285~736210;*
102345;12285~736210;*
41493;12285~736210;*
190027;12285~736210;*
210525;12285~736210;*
133937;12285~736210;*
237903;12285~736210;*
163862;12285~736210;*
201872;12285~736210;*
84179;12285~736210;*
51662;12285~736210;*
233327;12285~736210;*
259510;12285~736210;*
184831;12285~736210;*
245724;12285~736210;*
27053;12285~736210;*
205343;12285~736210;*
229328;12285~736210;*
319560;12285~736210;*
136218;12285~736210;*
54576;12285~736210;*
323069;12285~736210;*
148291;12285~736210;*
152453;12285~736210;*
114053;12285~736210;*
212960;12285~736210;*
264052;12285~736210;*
82804;12285~736210;*
334273;12285~736210;*
27337;12285~736210;*
188436;12285~736210;*
433665;12285~736210;*
110663;12285~736210;*
87490;12285~736210;*
354351;12285~736210;*
95469;12285~736210;*
242718;12285~736210;*
22463;12285~736210;*
158156;12285~736210;*
350162;12285~736210;*
165532;12285~736210;*
28738;12285~736210;*
283635;12285~736210;*
86646;12285~736210;*
195733;12285~736210;*
69884;12285~736210;*
199713;12285~736210;*
181659;12285~736210;*
340939;12285~736210;*
197747;12285~736210;*
34292;12285~736210;*
156764;12285~736210;*
25826;12285~736210;*
103948;12285~736210;*
137390;12285~736210;*
105138;12285~736210;*
39352;12285~736210;*
168387;12285~736210;*
267147;12285~736210;*
99399;12285~736210;*
214242;12285~736210;*
200408;12285~736210;*
136455;12285~736210;*
239824;12285~736210;*
217039;12285~736210;*
51290;12285~736210;*
175674;12285~736210;*
194404;12285~736210;*
45612;12285~736210;*
410114;12285~736210;*
182521;12285~736210;*
339772;12285~736210;*
169658;12285~736210;*
200853;12285~736210;*
247564;12285~736210;*
249909;12285~736210;*
208122;12285~736210;*
109881;12285~736210;*
207824;12285~736210;*
369027;12285~736210;*
114117;12285~736210;*
51048;12285~736210;*
102388;12285~736210;*
190483;12285~736210;*
462440;12285~736210;*
109351;12285~736210;*
34383;12285~736210;*
241832;12285~736210;*
124187;12285~736210;*
153614;12285~736210;*
267556;12285~736210;*
205469;12285~736210;*
268090;12285~736210;*
165039;12285~736210;*
120451;12285~736210;*
154374;12285~736210;*
103649;12285~736210;*
35723;12285~736210;*
262601;12285~736210;*
226181;12285~736210;*
175697;12285~736210;*
248145;12285~736210;*
289436;12285~736210;*
75654;12285~736210;*
199378;12285~736210;*
160968;12285~736210;*
188563;12285~736210;*
55849;12285~736210;*
195322;12285~736210;*
402089;12285~736210;*
78277;12285~736210;*
158611;12285~736210;*
169496;12285~736210;*
130959;12285~736210;*
556660;12285~736210;*
292472;12285~736210;*
143774;12285~736210;*
288341;12285~736210;*
71592;12285~736210;*
167358;12285~736210;*
106742;12285~736210;*
219288;12285~736210;*
174524;12285~736210;*
335183;12285~736210;*
261293;12285~736210;*
111900;12285~736210;*
194360;12285~736210;*
81145;12285~736210;*
341204;12285~736210;*
249362;12285~736210;*
247019;12285~736210;*
114746;12285~736210;*
172146;12285~736210;*
110457;12285~736210;*
80077;12285~736210;*
368700;12285~736210;*
182556;12285~736210;*
219420;12285~736210;*
240817;12285~736210;*
102726;12285~736210;*
226267;12285~736210;*
125457;12285~736210;*
204021;12285~736210;*
161141;12285~736210;*
190290;12285~736210;*
430828;12285~736210;*
59342;12285~736210;*
136721;12285~736210;*
149422;12285~736210;*
86644;12285~736210;*
195124;12285~736210;*
167350;12285~736210;*
113000;12285~736210;*
140027;12285~736210;*
262425;12285~736210;*
316702;12285~736210;*
335453;12285~736210;*
202480;12285~736210;*
203628;12285~736210;*
118710;12285~736210;*
189620;12285~736210;*
475028;12285~736210;*
110866;12285~736210;*
243605;12285~736210;*
163870;12285~736210;*
80145;12285~736210;*
295566;12285~736210;*
63042;12285~736210;*
229148;12285~736210;*
242552;12285~736210;*
177665;12285~736210;*
208103;12285~736210;*
296450;12285~736210;*
70282;12285~736210;*
271767;12285~736210;*
144995;12285~736210;*
382635;12285~736210;*
295697;12285~736210;*
194141;12285~736210;*
378418;12285~736210;*
214399;12285~736210;*
125831;12285~736210;*
271328;12285~736210;*
50459;12285~736210;*
162140;12285~736210;*
177937;12285~736210;*
111502;12285~736210;*
299047;12285~736210;*
223212;12285~736210;*
118474;12285~736210;*
352139;12285~736210;*
173093;12285~736210;*
181655;12285~736210;*
332702;12285~736210;*
51164;12285~736210;*
234901;12285~736210;*
131414;12285~736210;*
260960;12285~736210;*
156052;12285~736210;*
279914;12285~736210;*
192453;12285~736210;*
200939;12285~736210;*
151408;12285~736210;*
112847;12285~736210;*
316929;12285~736210;*
126319;12285~736210;*
197422;12285~736210;*
267736;12285~736210;*
267034;12285~736210;*
193047;12285~736210;*
356089;12285~736210;*
223515;12285~736210;*
87510;12285~736210;*
145111;12285~736210;*
48093;12285~736210;*
31757;12285~736210;*
285854;12285~736210;*
120064;12285~736210;*
167381;12285~736210;*
103408;12285~736210;*
101460;12285~736210;*
420537;12285~736210;*
119411;12285~736210;*
128272;12285~736210;*
386773;12285~736210;*
283268;12285~736210;*
301526;12285~736210;*
151790;12285~736210;*
106252;12285~736210;*
188557;12285~736210;*
171114;12285~736210;*
327323;12285~736210;*
244147;12285~736210;*
280282;12285~736210;*
116442;12285~736210;*
282579;12285~736210;*
51838;12285~736210;*
73585;12285~736210;*
226902;12285~736210;*
279129;12285~736210;*
146908;12285~736210;*
196690;12285~736210;*
49572;12285~736210;*
237601;12285~736210;*
169628;12285~736210;*
36671;12285~736210;*
231193;12285~736210;*
192130;12285~736210;*
149704;12285~736210;*
102102;12285~736210;*
32185;12285~736210;*
196061;12285~736210;*
211046;12285~736210;*
31577;12285~736210;*
162343;12285~736210;*
128831;12285~736210;*
316688;12285~736210;*
90758;12285~736210;*
274363;12285~736210;*
154538;12285~736210;*
106085;12285~736210;*
315859;12285~736210;*
51471;12285~736210;*
193830;12285~736210;*
231043;12285~736210;*
23780;12285~736210;*
169879;12285~736210;*
270333;12285~736210;*
138768;12285~736210;*
191571;12285~736210;*
219941;12285~736210;*
94113;12285~736210;*
137510;12285~736210;*
32607;12285~736210;*
93208;12285~736210;*
254440;12285~736210;*
186556;12285~736210;*
169871;12285~736210;*
167159;12285~736210;*
171871;12285~736210;*
154411;12285~736210;*
129227;12285~736210;*
110331;12285~736210;*
34269;12285~736210;*
174355;12285~736210;*
680390;12285~736210;*
233130;12285~736210;*
165474;12285~736210;*
257780;12285~736210;*
194259;12285~736210;*
280093;12285~736210;*
177387;12285~736210;*
28929;12285~736210;*
105304;12285~736210;*
499233;12285~736210;*
180572;12285~736210;*
321435;12285~736210;*
86108;12285~736210;*
198124;12285~736210;*
135162;12285~736210;*
146813;12285~736210;*
291175;12285~736210;*
387569;12285~736210;*
102895;12285~736210;*
33274;12285~736210;*
86551;12285~736210;*
138192;12285~736210;*
118966;12285~736210;*
99784;12285~736210;*
90980;12285~736210;*
177407;12285~736210;*
96467;12285~736210;*
327886;12285~736210;*
111567;12285~736210;*
166545;12285~736210;*
142182;12285~736210;*
188798;12285~736210;*
38563;12285~736210;*
216284;12285~736210;*
191547;12285~736210;*
285335;12285~736210;*
142712;12285~736210;*
80945;12285~736210;*
309055;12285~736210;*
62339;12285~736210;*
176186;12285~736210;*
266855;12285~736210;*
48087;12285~736210;*
121313;12285~736210;*
143437;12285~736210;*
160724;12285~736210;*
282753;12285~736210;*
194636;12285~736210;*
153044;12285~736210;*
411797;12285~736210;*
117683;12285~736210;*
376540;12285~736210;*
72393;12285~736210;*
270335;12285~736210;*
96226;12285~736210;*
95336;12285~736210;*
258498;12285~736210;*
149698;12285~736210;*
205865;12285~736210;*
155781;12285~736210;*
406468;12285~736210;*
177119;12285~736210;*
144397;12285~736210;*
372525;12285~736210;*
164170;12285~736210;*
183800;12285~736210;*
177307;12285~736210;*
170108;12285~736210;*
341995;12285~736210;*
226508;12285~736210;*
87418;12285~736210;*
109165;12285~736210;*
28856;12285~736210;*
175897;12285~736210;*
99697;12285~736210;*
90270;12285~736210;*
152375;12285~736210;*
171550;12285~736210;*
211154;12285~736210;*
202570;12285~736210;*
168496;12285~736210;*
68898;12285~736210;*
93235;12285~736210;*
278924;12285~736210;*
311020;12285~736210;*
175878;12285~736210;*
543028;12285~736210;*
202027;12285~736210;*
158926;12285~736210;*
76860;12285~736210;*
136063;12285~736210;*
186648;12285~736210;*
257509;12285~736210;*
98155;12285~736210;*
274198;12285~736210;*
97083;12285~736210;*
29825;12285~736210;*
262153;12285~736210;*
214738;12285~736210;*
138022;12285~736210;*
91842;12285~736210;*
373662;12285~736210;*
162003;12285~736210;*
52114;12285~736210;*
241843;12285~736210;*
375871;12285~736210;*
186934;12285~736210;*
176900;12285~736210;*
21906;12285~736210;*
132222;12285~736210;*
143653;12285~736210;*
78602;12285~736210;*
465507;12285~736210;*
196373;12285~736210;*
293227;12285~736210;*
241752;12285~736210;*
166398;12285~736210;*
184682;12285~736210;*
250802;12285~736210;*
325159;12285~736210;*
174675;12285~736210;*
227065;12285~736210;*
269080;12285~736210;*
177722;12285~736210;*
133461;12285~736210;*
239683;12285~736210;*
398473;12285~736210;*
298785;12285~736210;*
123424;12285~736210;*
176286;12285~736210;*
150062;12285~736210;*
169240;12285~736210;*
288273;12285~736210;*
526968;12285~736210;*
57066;12285~736210;*
323573;12285~736210;*
368825;12285~736210;*
189721;12285~736210;*
164966;12285~736210;*
94954;12285~736210;*
202046;12285~736210;*
161538;12285~736210;*
105252;12285~736210;*
200153;12285~736210;*
178326;12285~736210;*
255957;12285~736210;*
188693;12285~736210;*
182977;12285~736210;*
159929;12285~736210;*
123207;12285~736210;*
284317;12285~736210;*
184699;12285~736210;*
154474;12285~736210;*
318280;12285~736210;*
254907;12285~736210;*
349221;12285~736210;*
335973;12285~736210;*
126701;12285~736210;*
122159;12285~736210;*
187370;12285~736210;*
124793;12285~736210;*
192835;12285~736210;*
290226;12285~736210;*
112840;12285~736210;*
89325;12285~736210;*
33109;12285~736210;*
82465;12285~736210;*
329980;12285~736210;*
148294;12285~736210;*
168212;12285~736210;*
343642;12285~736210;*
115244;12285~736210;*
162572;12285~736210;*
356067;12285~736210;*
271567;12285~736210;*
180804;12285~736210;*
123011;12285~736210;*
109186;12285~736210;*
220537;12285~736210;*
124827;12285~736210;*
767403;736210~1484705;*
118494;12285~736210;*
173208;12285~736210;*
107373;12285~736210;*
26973;12285~736210;*
191965;12285~736210;*
122346;12285~736210;*
117201;12285~736210;*
198316;12285~736210;*
123075;12285~736210;*
209370;12285~736210;*
33117;12285~736210;*
129042;12285~736210;*
169133;12285~736210;*
201624;12285~736210;*
368561;12285~736210;*
207848;12285~736210;*
138370;12285~736210;*
93106;12285~736210;*
389713;12285~736210;*
206365;12285~736210;*
431192;12285~736210;*
241616;12285~736210;*
150726;12285~736210;*
123785;12285~736210;*
289984;12285~736210;*
164309;12285~736210;*
137018;12285~736210;*
137994;12285~736210;*
167005;12285~736210;*
34446;12285~736210;*
187160;12285~736210;*
196288;12285~736210;*
217961;12285~736210;*
74631;12285~736210;*
156667;12285~736210;*
125155;12285~736210;*
263925;12285~736210;*
296453;12285~736210;*
44728;12285~736210;*
193026;12285~736210;*
87643;12285~736210;*
302122;12285~736210;*
193960;12285~736210;*
185385;12285~736210;*
277647;12285~736210;*
128848;12285~736210;*
377701;12285~736210;*
157886;12285~736210;*
175958;12285~736210;*
223004;12285~736210;*
199352;12285~736210;*
29984;12285~736210;*
181651;12285~736210;*
34029;12285~736210;*
132879;12285~736210;*
215310;12285~736210;*
55863;12285~736210;*
220384;12285~736210;*
36012;12285~736210;*
137645;12285~736210;*
191342;12285~736210;*
31339;12285~736210;*
227910;12285~736210;*
173728;12285~736210;*
167816;12285~736210;*
81642;12285~736210;*
195258;12285~736210;*
232475;12285~736210;*
241259;12285~736210;*
118161;12285~736210;*
201954;12285~736210;*
150533;12285~736210;*
412296;12285~736210;*
133060;12285~736210;*
120539;12285~736210;*
196025;12285~736210;*
107793;12285~736210;*
361280;12285~736210;*
92178;12285~736210;*
80710;12285~736210;*
260729;12285~736210;*
182254;12285~736210;*
140282;12285~736210;*
149865;12285~736210;*
218184;12285~736210;*
118619;12285~736210;*
196791;12285~736210;*
167999;12285~736210;*
51259;12285~736210;*
131088;12285~736210;*
118212;12285~736210;*
293791;12285~736210;*
289430;12285~736210;*
35378;12285~736210;*
60227;12285~736210;*
168139;12285~736210;*
290763;12285~736210;*
226355;12285~736210;*
51100;12285~736210;*
227644;12285~736210;*
205267;12285~736210;*
288020;12285~736210;*
140863;12285~736210;*
170915;12285~736210;*
50178;12285~736210;*
112497;12285~736210;*
95244;12285~736210;*
117606;12285~736210;*
89508;12285~736210;*
124244;12285~736210;*
294936;12285~736210;*
347132;12285~736210;*
181934;12285~736210;*
316672;12285~736210;*
189382;12285~736210;*
184307;12285~736210;*
246212;12285~736210;*
250504;12285~736210;*
138705;12285~736210;*
328447;12285~736210;*
194608;12285~736210;*
230891;12285~736210;*
214010;12285~736210;*
200235;12285~736210;*
354573;12285~736210;*
205733;12285~736210;*
185041;12285~736210;*
84409;12285~736210;*
293196;12285~736210;*
241626;12285~736210;*
520586;12285~736210;*
302847;12285~736210;*
165309;12285~736210;*
117529;12285~736210;*
106092;12285~736210;*
445824;12285~736210;*
227332;12285~736210;*
275691;12285~736210;*
193459;12285~736210;*
284329;12285~736210;*
114691;12285~736210;*
133963;12285~736210;*
178506;12285~736210;*
350498;12285~736210;*
131573;12285~736210;*
206291;12285~736210;*
182302;12285~736210;*
241346;12285~736210;*
157043;12285~736210;*
404616;12285~736210;*
411862;12285~736210;*
183013;12285~736210;*
169982;12285~736210;*
188544;12285~736210;*
356619;12285~736210;*
289886;12285~736210;*
146015;12285~736210;*
216237;12285~736210;*
416745;12285~736210;*
202952;12285~736210;*
167725;12285~736210;*
165637;12285~736210;*
43280;12285~736210;*
118779;12285~736210;*
191269;12285~736210;*
247507;12285~736210;*
239155;12285~736210;*
182862;12285~736210;*
33886;12285~736210;*
444304;12285~736210;*
187161;12285~736210;*
116892;12285~736210;*
176813;12285~736210;*
151616;12285~736210;*
240747;12285~736210;*
75472;12285~736210;*
320818;12285~736210;*
235271;12285~736210;*
166497;12285~736210;*
344060;12285~736210;*
221196;12285~736210;*
113544;12285~736210;*
321117;12285~736210;*
79619;12285~736210;*
42004;12285~736210;*
135289;12285~736210;*
320984;12285~736210;*
203070;12285~736210;*
32406;12285~736210;*
99185;12285~736210;*
205839;12285~736210;*
150389;12285~736210;*
243631;12285~736210;*
231263;12285~736210;*
200818;12285~736210;*
247379;12285~736210;*
349151;12285~736210;*
22154;12285~736210;*
176317;12285~736210;*
22245;12285~736210;*
236436;12285~736210;*
354078;12285~736210;*
166813;12285~736210;*
358740;12285~736210;*
208426;12285~736210;*
265266;12285~736210;*
31838;12285~736210;*
175034;12285~736210;*
413297;12285~736210;*
106347;12285~736210;*
174754;12285~736210;*
441454;12285~736210;*
209344;12285~736210;*
185732;12285~736210;*
65372;12285~736210;*
33975;12285~736210;*
326297;12285~736210;*
194630;12285~736210;*
167414;12285~736210;*
165799;12285~736210;*
192866;12285~736210;*
166459;12285~736210;*
148995;12285~736210;*
190040;12285~736210;*
209432;12285~736210;*
229465;12285~736210;*
397466;12285~736210;*
283767;12285~736210;*
202452;12285~736210;*
218555;12285~736210;*
128604;12285~736210;*
65466;12285~736210;*
141326;12285~736210;*
369468;12285~736210;*
136137;12285~736210;*
236770;12285~736210;*
89534;12285~736210;*
195779;12285~736210;*
29778;12285~736210;*
153516;12285~736210;*
163594;12285~736210;*
189623;12285~736210;*
343748;12285~736210;*
387430;12285~736210;*
409505;12285~736210;*
200734;12285~736210;*
115831;12285~736210;*
150296;12285~736210;*
323545;12285~736210;*
232577;12285~736210;*
152754;12285~736210;*
129007;12285~736210;*
171584;12285~736210;*
386136;12285~736210;*
342865;12285~736210;*
186785;12285~736210;*
36039;12285~736210;*
164019;12285~736210;*
88926;12285~736210;*
188861;12285~736210;*
370119;12285~736210;*
182062;12285~736210;*
37238;12285~736210;*
421132;12285~736210;*
178660;12285~736210;*
795830;736210~1484705;*
278403;12285~736210;*
279661;12285~736210;*
113397;12285~736210;*
236696;12285~736210;*
34935;12285~736210;*
58222;12285~736210;*
